p:x0,p:x1,p:x2,p:x3,p:x4,p:x5,p:x6,p:x7,objective,job_id,m:timestamp_submit,m:timestamp_gather,m:timestamp_start,m:timestamp_end
0.07466209564453631,0.8938074314250803,0.05034886314913524,0.9655097272480779,0.8482380962116988,0.14001572254106423,0.2754808706166087,0.23731291138474858,"[-178.62141324747404, -1060.8772734657261, -126.7514719148663]",4,0.09302783012390137,0.09337806701660156,1682468395.9436777,1682468395.943778
0.6833104303775288,0.405032144790449,0.2979450085950263,0.2425379621887251,0.2771548846913067,0.8580217002259257,0.052274731957358225,0.2140996181710712,"[-290.7651633876215, -214.78517396387244, -665.7298158967548]",0,0.09324097633361816,0.09404301643371582,,
0.6258436598676944,0.5648081540332075,0.9041714047279276,0.927212763233064,0.4462212409208779,0.5237902086838431,0.2959945129018447,0.9058005689334188,"[-165.6960287280058, -203.4005500113504, -393.76153945831896]",1,0.09330081939697266,0.09410715103149414,,
0.7647458003238999,0.15737263541831073,0.3275708121200735,0.776871516481767,0.035126681514670695,0.7553564230272436,0.13431974590365328,0.05622475244461646,"[-342.7492367641308, -86.49683701348465, -912.6457594100524]",2,0.09324049949645996,0.0941011905670166,,
0.4566901166164653,0.07381503833438231,0.2565200376827757,0.4843347407896,0.194215888948258,0.8116291686158625,0.9452915374974904,0.9464077802620932,"[-544.3907075918496, -63.40562401506976, -478.1481161452305]",3,0.09324312210083008,,,
0.8914827423232036,0.9936336284346864,0.5646017853482651,0.05424496044284889,0.6001101841087444,0.48251324014023567,0.34314136920672217,0.916274484585935,"[-1.1749415032413002, -117.48702539652004, -682.5867953992322]",5,0.09302568435668944,0.09336376190185548,1682468395.9436743,1682468395.943761
0.11364900492727506,0.03581522755068612,0.2982246662843337,0.7175927751927839,0.3890441107113445,0.5148082734371776,0.12187121538930692,0.3525077965638203,"[-418.10232389501493, -23.546626453446613, -75.56207707338736]",6,0.0930943489074707,0.09351325035095216,1682468395.943756,1682468395.943857
0.12097688729381031,0.2212675839066572,0.6774914713261015,0.5672761974731978,0.39446894477227035,0.8069330362259898,0.10838562052241532,0.24683458997211952,"[-456.8827859541505, -165.51628203354096, -93.4710122077689]",7,0.09308338165283205,0.09341216087341309,1682468395.9437308,1682468395.9438128
0.09954015993722357,0.8319348910206268,0.8520995463547677,0.0984698700713155,0.05129048880105315,0.23599367930392018,0.038204138963535146,0.8068119857004238,"[-214.74476780193197, -794.4536578207269, -129.7356201717573]",12,0.15818476676940918,0.15843486785888672,1682468396.0088258,1682468396.0088856
0.7817469712814449,0.9982924463625616,0.487351527698338,0.4201275006925991,0.7197383511584334,0.8820484665945798,0.6410242927035142,0.8530496164752981,"[-0.5794972872699717, -216.05092707769697, -605.3133606909911]",10,0.15455961227416992,0.15481328964233398,1682468396.0052006,1682468396.0052624
0.3106043404259777,0.2516532867843691,0.23161271053086735,0.3109995724363627,0.9817402287390222,0.08005437055076127,0.304236086535459,0.7839910529864106,"[-330.55638210885314, -137.92775542234537, -190.0811254620907]",11,0.15501904487609863,0.15540075302124023,1682468396.0056686,1682468396.0057554
0.8585544751810045,0.8015790884285485,0.2815723851736877,0.1267932644572888,0.926054941432713,0.7224285652625463,0.6443603500480567,0.3422683719241468,"[-53.46749456873809, -165.95555209947548, -771.7880666382741]",13,0.1584761142730713,0.15872812271118164,1682468396.0091176,1682468396.0091784
0.1994560280963315,0.6023134522213187,0.9835885892785632,0.06624029966347313,0.23263302605932296,0.8744084387623123,0.3100858772925999,0.368037140138398,"[-379.5990481639555, -526.4860690677494, -210.28042742336177]",14,0.15848517417907715,0.15873479843139648,1682468396.0091257,1682468396.0091865
0.3050586395005171,0.12027315981665623,0.9069742478841456,0.4822433164264978,0.7325940759199128,0.9614546723884811,0.2577605169071519,0.8602243614828938,"[-713.1017379547444, -136.3485686118726, -377.22210823564006]",8,0.15442848205566406,0.15467500686645508,1682468396.0050688,1682468396.005128
0.6231658047217745,0.7084389912951815,0.7333246382293714,0.8660072851275347,0.7955020343151252,0.8800040465374204,0.5539758471614741,0.6900262795367093,"[-157.7263363061246, -319.9712335285798, -530.5746262396528]",9,0.15450668334960938,0.15476179122924805,1682468396.0051482,1682468396.005209
0.4387251314858541,0.608946282088609,0.8042218550077911,0.8733905531489934,0.836493911501436,0.8450702824185415,0.5946163804521103,0.06269769067807807,"[-319.3305556280398, -452.7665715967432, -456.4829009966525]",20,0.4268333911895752,0.4271059036254883,1682468396.277479,1682468396.2775447
0.8241144660611283,0.3075641334000118,0.42850307204398574,0.41413009459665906,0.4735142754191941,0.34127783177270826,0.3288809493687745,0.7866813596062749,"[-151.34810235268668, -79.39475044842396, -602.7857146550243]",15,0.15989327430725098,0.16028404235839844,1682468396.0105436,1682468396.0106328
0.6391942117875674,0.3854441219575674,0.9881847018323116,1.0,0.4284965611451509,0.09542278516380272,0.5443523068125012,1.0,"[-193.31133439039357, -133.80505927101643, -369.42747205242927]",16,0.4098918437957764,0.4102604389190674,1682468396.2605677,1682468396.2606733
0.13976813568701052,0.985792931686856,0.8017393467056934,1.0,1.0,1.0,0.6589273685382002,0.508311331323978,"[-6.233972915566094, -279.29840840323817, -62.33931587947621]",17,0.4117438793182373,0.41202378273010254,1682468396.2623909,1682468396.2624562
0.7182153973192177,0.022736819965275285,1.0,0.9448687573027084,0.4469737075966097,0.17329235579661006,0.5369353722494634,1.0,"[-322.65487745678035, -11.528493128523952, -681.1512304948444]",18,0.4226605892181397,0.4229412078857422,1682468396.273311,1682468396.2733738
0.6205589915693746,1.0,0.8132582779900941,1.0,1.0,0.7851573048470282,0.5843378882663456,0.45907439952191287,"[-1.278008226009169e-14, -208.71458234308344, -307.69499696563645]",19,0.42357850074768066,0.4238710403442383,1682468396.2742276,1682468396.2742937
0.0,0.9035859081262427,0.6581211372328128,1.0,1.0,1.0,0.5629510141734568,1.0,"[-69.3749362744938, -454.57334916533915, -0.0]",28,0.6654324531555176,0.6656937599182129,1682468396.516075,1682468396.5161371
1.0,0.0,0.041125185698276945,0.09634872451200573,0.0,0.8099208497464578,1.0,1.0,"[-2.0159758218629757e-14, -0.0, -329.2338367709901]",21,0.435560941696167,0.435837984085083,1682468396.286207,1682468396.2862737
0.0,0.0,0.13640366183513725,0.7913717036382402,0.8300152221540444,0.5246293247064993,0.0,0.3527033997749117,"[-668.0708184574285, -0.0, -0.0]",22,0.4395735263824463,0.43985676765441895,1682468396.2902195,1682468396.2902875
0.8594000720173781,0.0,0.0,0.05469676246878604,0.10404418560782376,0.5918326815821451,0.9812064583003592,0.9309566429578524,"[-112.68409044946054, -0.0, -501.8975031768346]",23,0.43958568572998047,0.4398658275604248,1682468396.2902317,1682468396.2902975
0.588155685469533,0.6915724601299111,0.810483146703059,0.9235745561202664,0.029167808416421137,0.7507893813099411,0.10041354695186348,0.9575078844402062,"[-202.34095642311283, -384.4488267914722, -575.1490528600029]",24,0.6385748386383057,0.638838529586792,1682468396.489218,1682468396.4892836
0.17614800006537543,1.0,1.0,1.0,1.0,0.6889684133033587,0.8031742707360517,0.9364926070499912,"[-1.7610263613527794e-14, -287.5974301453896, -81.67101760249254]",25,0.643376350402832,0.6436347961425781,1682468396.4940183,1682468396.4940786
0.82070843825579,1.0,1.0,1.0,0.3482684678233579,0.08604864868882493,1.0,0.9568411563962193,"[-9.234599193886714e-15, -150.81244976618893, -521.2642952986826]",26,0.6579341888427734,0.6582245826721191,1682468396.5085814,1682468396.5086434
0.7127023560683786,1.0,0.9625920903021796,0.9129953669797056,1.0,0.8034371250007083,0.5784393598440787,0.33181822995318827,"[-1.3388571270309112e-14, -218.6519620127331, -451.16159242839416]",27,0.6614627838134766,0.6617658138275146,1682468396.5121102,1682468396.5121803
0.2952713325896918,1.0,1.0,0.04435324320972936,0.17266428599023464,1.0,0.4932171700069797,0.2695786647242955,"[-2.949217728588863e-14, -481.64380630271893, -240.92035656997064]",36,1.014024257659912,1.0143153667449951,1682468396.8646715,1682468396.864741
0.09463194601983171,0.34450209924164377,1.0,1.0,0.7593364688966673,0.8258565016846483,0.7719571223717856,0.0,"[-430.95702039269815, -258.99822494187663, -75.29479905876359]",29,0.6769769191741943,0.6772310733795166,1682468396.5276184,1682468396.5276787
0.2462024056099836,0.9877069084295962,1.0,1.0,1.0,1.0,0.5405718509961097,0.8704412985210481,"[-7.619848258785233, -394.558446979836, -160.71072612288543]",30,0.6814019680023193,0.681682825088501,1682468396.5320473,1682468396.5321133
0.708644177098089,0.4541951839242878,1.0,1.0,0.9136313082411008,0.0,0.7340674700045919,1.0,"[-104.24132464335013, -90.22525271649202, -279.9076969675218]",31,0.6839630603790283,0.6842434406280518,1682468396.534608,1682468396.534673
0.6811019917302543,1.0,0.9305826053357196,1.0,1.0,0.5986513877329724,0.5030844372210368,0.5958677667726378,"[-6.215763416578728e-15, -101.51112011898262, -185.40754907261328]",32,0.9857752323150636,0.9860680103302002,1682468396.836423,1682468396.836494
0.655200627046103,0.0,0.07619292692934626,0.2435312573090861,1.0,0.0,0.0,0.789522080733781,"[-213.51927044806848, -0.0, -354.9073916612312]",33,0.9866492748260498,0.9869534969329834,1682468396.8373015,1682468396.837374
0.09514227784324894,0.9742051072722052,0.9980633981898416,0.0,0.12677476138371968,1.0,0.6445087858822369,0.4755490275285999,"[-19.804032292644813, -488.49740817828086, -73.61436513986487]",34,1.0035216808319092,1.0038204193115234,1682468396.8541706,1682468396.8542368
0.16830834443711054,0.7875748288668822,1.0,0.0,0.09149902910551432,1.0,0.18398831562184048,0.3674779609506116,"[-98.1172126129106, -283.053741941153, -81.09999970979916]",35,1.0099365711212158,1.0102434158325195,1682468396.8605964,1682468396.860667
0.0,1.0,1.0,0.0,0.02338757194680441,1.0,0.6706951465704377,0.8508039384164493,"[-3.2478498820997095e-14, -530.4141380781772, -0.0]",44,1.2711124420166016,1.2713682651519775,1682468397.1217551,1682468397.1218154
0.038035999743558986,0.7461217922808167,1.0,0.0,0.23053751840303596,1.0,0.0,0.505845686915916,"[-96.52680742800368, -229.07916256275453, -14.869880463818191]",37,1.025012493133545,1.0253000259399414,1682468396.8756585,1682468396.875729
0.11281391273240864,0.03646949159570103,0.20617642983957177,0.3241140773981368,0.19066609555110073,0.9417530583455208,0.9009757248039454,0.9481015306228988,"[-572.8306174574473, -32.85120073512718, -102.75462002830912]",38,1.032597541809082,1.032909870147705,1682468396.8832428,1682468396.8833275
0.14903121534207642,1.0,0.8503816459520335,1.0,0.9861804657904772,1.0,1.0,0.0,"[-2.2173396816571796e-14, -362.1190506848142, -86.35448335507768]",39,1.0392818450927734,1.0395705699920654,1682468396.889928,1682468396.8899934
0.3618180740515713,0.9558197973615814,1.0,0.7502590019293925,1.0,1.0,0.0,0.8625203585050305,"[-28.695420012491187, -412.8259789651858, -264.28025817393416]",40,1.235612392425537,1.2359001636505127,1682468397.086255,1682468397.086316
0.0,0.8887870642279465,0.798097372307726,1.0,1.0,1.0,0.9845331650083718,0.032176206915492445,"[-55.29794337138608, -313.3171669379974, -0.0]",41,1.2397856712341309,1.2400541305541992,1682468397.090428,1682468397.0904891
0.9172380705287786,1.0,1.0,1.0,0.955060388432208,0.0,0.5210788056911048,0.6099430071735057,"[-3.0755367584612093e-15, -50.22732694198062, -384.1786992494421]",42,1.2567470073699951,1.2570347785949707,1682468397.1074002,1682468397.1074638
0.25958072374096297,1.0,1.0,0.0,0.0,1.0,0.06304689415466938,0.0,"[-1.7613126148565577e-14, -287.64417889024855, -124.24989832291335]",43,1.2640721797943115,1.2643558979034424,1682468397.1147168,1682468397.11478
0.0,0.9102669266231512,0.9669125080412223,0.0,0.03147125053565405,1.0,0.8310374750434305,0.3980392938872427,"[-74.84331856554563, -527.4618847989473, -0.0]",52,1.5327668190002441,1.5330250263214111,1682468397.3834093,1682468397.3834717
0.11574327449831837,0.03631873427941793,0.4027065387008727,0.5507798696605273,0.0,0.0,0.8617425956528598,0.4025754585073341,"[-434.8549172331422, -24.83513246368305, -80.07363308637895]",45,1.2812743186950684,1.2815954685211182,1682468397.131923,1682468397.1319983
