,x1,x2,x3,x4,x5,x6,x7,x8,f1,f2,f3
0,0.7033185260883127,0.38246543995534543,0.6261666779574182,0.7796397840547485,0.6181664673084138,0.44315487369091583,0.5797231660337238,0.5600403074059994,256.6752226598806,175.89326683467127,618.6371591474216
1,0.5815250143612891,0.9541179526743485,0.8082320276978109,0.869252435970576,0.39552032287579697,0.8041914738662618,0.8397779189957493,0.5042168137668118,16.956411775524685,234.86506763388334,305.08055079645715
2,0.8235298777277343,0.706267722274783,0.9112855936818364,0.07990498033663658,0.26459045809549275,0.17859069072667905,0.2833397185708569,0.5292652121983724,68.82400743825386,138.42718427392015,543.3376568184675
3,0.30309134065639626,0.5040294723477026,0.5442494930279442,0.06994574428414826,0.9423996614087361,0.5531353283000922,0.47101306899904705,0.7056438283189048,553.6117817253174,560.664666810169,406.30085516777035
4,0.8117878668751488,0.462726679645708,0.15948446964554583,0.4297631898926884,0.33807686724637087,0.9816090083003457,0.18788975941812228,0.28746281710721916,142.67878407906449,126.87847315307143,626.8961923262465
5,0.04354429820683004,0.1591068943419725,0.007057397266317994,0.04763610933099184,0.7192048872567457,0.08731713791771968,0.8157201289941375,0.3349067762505327,567.0466923464987,144.74520459779907,40.09175962705518
6,0.469981291680014,0.3212131449138826,0.3533632106479497,0.12282097271627108,0.17672853026294558,0.4472279614183007,0.6840528598337081,0.03545890825924544,538.7502535541488,297.51878926733,559.9763753131523
7,0.5215674123028995,0.968452411324003,0.3599242629993042,0.8330687333110898,0.6120092486530748,0.16328432705340457,0.9925260999550765,0.8818878474858819,22.26671084654777,448.9668985061602,481.05683970954624
8,0.6768190040179277,0.15365749640979692,0.057920907928897154,0.4933883333021171,0.4809732483644986,0.6090205946836469,0.1594226380106028,0.32323582612979906,275.55958091161415,67.83272202171379,510.14962129693333
9,0.9066159422503507,0.7724892571660146,0.8792568370642121,0.3748983924865923,0.19083323179227524,0.07347946889807432,0.3440934684903298,0.04182234176898622,38.25942212054984,102.46047034255092,740.248218112511
10,0.003957372331932392,0.09076816599524258,0.5827164808881389,0.16547369810565116,0.031827494142758955,0.2742906370189789,0.20699515400273305,0.7291917951329224,638.4955446655515,91.6575427700481,4.009771144523221
11,0.6514909040635923,0.6781110487021511,0.3739553496992721,0.36625221554864484,0.4767874996916297,0.01725920112832479,0.9761379815664728,0.18035593222284468,156.6344920499006,282.9253024965868,530.5092861033912
12,0.9254312318734272,0.7088862924987238,0.3317280839792747,0.9200416708574659,0.13359177052478194,0.9931449698204664,0.776866926170975,0.25431361275384035,37.58696566153274,76.386014163506,723.4821196021102
13,0.12231360188256575,0.7481773961648372,0.9065790396864563,0.42920797837436686,0.2937303163530986,0.7495357744529456,0.15533063884105316,0.6448338941628852,292.7114762489847,700.9849543140576,147.77311323276666
14,0.15432720682831788,0.6745030184021352,0.6195247300150053,0.7607488004100188,0.7141877675668348,0.8481751362437888,0.021715854948634216,0.326554857165222,342.90937428774663,611.1890765866434,173.2967380737855
15,0.2055863871827808,0.6912446215304366,0.35493500501178704,0.010830424334325385,0.26864247720191536,0.9582627484407721,0.32986952816684956,0.4882988473221977,333.99332762246485,633.7968601981446,239.7475819989141
16,0.9000828165138794,0.8437303856673936,0.1312505778579313,0.06795795616631053,0.6056478540498261,0.8032664908812307,0.4362561143659456,0.5116962000650567,19.911122188039048,79.47926607526195,517.7555440638994
17,0.753963221309731,0.056253395823268125,0.337212990862332,0.08162852120525313,0.976162279966679,0.9525561963148944,0.6575810795238471,0.7942038092311907,297.08130495923797,26.319420653686684,732.8988055565945
18,0.8018274988535793,0.0838547527173619,0.07124071235704199,0.6059483122191366,0.6026967947355288,0.9323022481000219,0.3471844182191236,0.6963083903931327,158.97604090621132,21.062072293986215,498.41710954870376
19,0.09175866403228522,0.15561450361790938,0.4803950903512621,0.38355877595673993,0.46392926601147616,0.2026151986686885,0.3451799676751855,0.3461660889491535,662.2101587458607,165.1726672367811,99.0582865545776
20,0.2595757645616118,0.513046674878324,0.029153746113590114,0.11098502251370865,0.6077169392318897,0.2746906385105115,0.9768071222708749,0.9220335101939976,328.90188528939296,342.66671700601086,205.16239054712395
21,0.27097367477072243,0.05677763688955207,0.17737425540031043,0.9256923920696682,0.2632471595875792,0.12997162684601826,0.7628548337162099,0.3481278034296621,829.1395420272554,74.14441484932513,377.3985167317848
