,x1,x2,x3,x4,x5,x6,x7,x8,f1,f2,f3
0,0.8868530913079529,0.17335983662181015,0.8696993984692721,0.5016485030197704,0.5289139461825701,0.9431843750483965,0.1764473086581173,0.6747107863522139,117.35702118795938,32.77193572032585,678.3363504126621
1,0.0899905669952057,0.4095941417142599,0.41743369115601364,0.5620379809057962,0.7706425496022671,0.33077470381521035,0.8032417502414059,0.529744450577675,508.89302750874737,381.5806140979914,90.51552549019428
2,0.9936001162702826,0.5201212931625874,0.34479945290310426,0.5813041670781522,0.7962432154539997,0.7345612022664929,0.8854792946710671,0.007852146083086242,3.6023998323943363,3.837631159905616,523.5644069799962
3,0.17991014051718734,0.22838841501909823,0.7898168281166621,0.9614178367951995,0.5650229267501955,0.018848740956946216,0.2954419676148462,0.04682699322475372,626.8964886984795,235.07260672057342,194.41134885101292
4,0.4710198560471218,0.9541339791032806,0.2919551601436929,0.8936405250372272,0.5790156620118997,0.3043748142567847,0.34186942787649877,0.7629262646727311,26.044177076169518,360.86716076070894,330.27896432759997
5,0.039468778320268925,0.21658081050450886,0.20827670299510018,0.9174466580382049,0.28167035693723874,0.7514531863403625,0.1978564637182666,0.08969548685733952,387.21223783544804,137.06027886763903,25.498361663739715
6,0.1733679888373927,0.6151409602715168,0.06863519351261367,0.051599325491708356,0.9214110230248221,0.3235847602216759,0.40682472647238055,0.022808091114119036,375.9438981158314,544.2031269669264,184.71364387304874
7,0.7860113197572708,0.9114023340778802,0.6085518752421955,0.6888070716575901,0.023889840429139313,0.6032478977888436,0.5734920415086502,0.9915217461657908,14.203260554290079,101.39799180652012,293.0463757749154
8,0.5512086770947701,0.8742986302955178,0.5991812621627568,0.15695624529798227,0.08475100081524843,0.639433713306679,0.5759762792722324,0.741939908074628,93.13686788784125,465.54952049183555,558.0314081453807
9,0.36258800052699863,0.13439087445469838,0.9753894342146959,0.3587418171401979,0.7485637016248734,0.4189610802353396,0.850050081874615,0.07374670371280352,754.3740579604993,161.6573899929023,494.0200850736534
10,0.8703114994376087,0.6941430067765433,0.23642969085098017,0.9437222245524437,0.4822565213735311,0.5762520977441393,0.307954787185345,0.4619242491058994,67.67254903992087,129.84760768179135,708.8009088241604
11,0.24202359274363758,0.7749627753063906,0.269186491244956,0.808760989593623,0.7207229490322057,0.2661857569796031,0.06785872249995024,0.10417932827865348,187.69291280417931,508.6723046966755,216.66658822173756
12,0.35055259528359595,0.4599091525818088,0.6908908029724071,0.8142194732785114,0.8798736049933399,0.04130755553218772,0.23422222928958594,0.2688908089558902,423.97331141181,373.67523996068024,346.99517128692037
13,0.7034995931197933,0.5107443630735706,0.9523499669012455,0.05547482073353924,0.0804584500491116,0.4068863529697689,0.5896350024482045,0.10028380547245903,176.54916680705625,182.61136876784906,505.35356732980347
14,0.5190557107037631,0.77678549472651,0.7160456148348243,0.4138763252118384,0.7630218345530798,0.34928037748522694,0.48712678692143097,0.382994563023271,129.6154929588893,354.3959369710549,400.6494953701718
